3000,1500
1000
wall,45,1275
wall,75,1305
wall,15,1275
wall,105,1335
wall,135,1365
wall,165,1365
wall,195,1395
wall,225,1395
wall,255,1425
wall,285,1425
wall,315,1425
wall,345,1455
wall,375,1455
wall,405,1455
wall,435,1485
wall,465,1485
wall,495,1485
wall,15,1305
wall,45,1305
wall,15,1365
wall,45,1365
wall,75,1365
wall,105,1365
wall,15,1335
wall,45,1335
wall,75,1335
wall,15,1395
wall,45,1395
wall,75,1395
wall,105,1395
wall,135,1395
wall,165,1395
wall,15,1425
wall,45,1425
wall,75,1425
wall,105,1425
wall,135,1425
wall,165,1425
wall,195,1425
wall,225,1425
wall,315,1455
wall,285,1455
wall,255,1455
wall,225,1455
wall,195,1455
wall,165,1455
wall,135,1455
wall,105,1455
wall,75,1455
wall,45,1455
wall,15,1455
wall,15,1485
wall,45,1485
wall,75,1485
wall,105,1485
wall,135,1485
wall,165,1485
wall,195,1485
wall,225,1485
wall,255,1485
wall,285,1485
wall,315,1485
wall,345,1485
wall,375,1485
wall,405,1485
wall,405,855
wall,435,855
wall,465,855
wall,435,885
wall,495,855
wall,465,885
wall,1365,855
wall,795,1095
wall,825,1095
wall,525,1485
wall,555,1485
wall,585,1485
wall,615,1485
wall,645,1485
wall,675,1485
wall,705,1485
wall,735,1485
wall,765,1485
wall,795,1485
wall,825,1485
wall,855,1485
wall,885,1485
wall,915,1455
wall,945,1455
wall,975,1455
wall,1005,1455
wall,1035,1425
wall,1065,1425
wall,1095,1425
wall,1125,1425
wall,1155,1425
wall,1185,1395
wall,2025,1305
wall,2055,1305
wall,2085,1305
wall,2115,1305
wall,2145,1305
wall,2175,1275
wall,2205,1275
wall,2235,1275
wall,2265,1275
wall,2295,1245
wall,2325,1245
wall,2355,1245
wall,2385,1245
wall,2415,1245
wall,2445,1245
wall,2475,1215
wall,2505,1215
wall,2535,1215
wall,1245,1365
wall,1275,1365
wall,1215,1395
wall,1305,1365
wall,1335,1365
wall,1365,1335
wall,1395,1335
wall,1425,1335
wall,1455,1335
wall,1485,1335
wall,1515,1305
wall,1545,1305
wall,1575,1305
wall,1605,1275
wall,1635,1275
wall,1665,1275
wall,1695,1245
wall,1725,1245
wall,1755,1245
wall,1785,1245
wall,1815,1275
wall,1845,1275
wall,1875,1275
wall,1905,1305
wall,1935,1305
wall,1995,1305
wall,1965,1305
wall,2565,1215
wall,2595,1185
wall,2625,1185
wall,2655,1185
wall,2685,1155
wall,2715,1155
wall,2745,1155
wall,2775,1125
wall,2805,1125
wall,2835,1125
wall,2865,1125
wall,2895,1095
wall,2925,1095
wall,2955,1095
wall,2985,1095
wall,1425,1125
wall,1245,855
wall,1275,855
wall,1305,855
wall,1335,855
wall,1275,885
wall,1305,885
wall,1335,885
wall,1305,915
wall,975,795
wall,1005,795
wall,1695,1065
wall,1725,1065
wall,1755,1065
wall,1785,1065
wall,1725,1035
wall,1755,1035
wall,1725,1095
wall,1755,1095
wall,1665,1065
wall,1695,1035
wall,1695,1095
wall,1725,1005
wall,1995,885
wall,2025,885
wall,2055,885
wall,2025,915
wall,2085,885
wall,2055,915
wall,2475,885
wall,2505,885
wall,2535,885
wall,2445,885
wall,2475,855
wall,2505,855
wall,2415,885
wall,2445,855
wall,2475,825
wall,2535,1035
wall,2565,1035
wall,2505,1035
wall,2535,1005
wall,45,1095
wall,75,1095
wall,105,1095
wall,135,1095
wall,165,1095
wall,75,1125
wall,105,1125
wall,135,1125
wall,105,1155
wall,375,1185
wall,405,1185
wall,435,1185
wall,405,1215
wall,795,1035
wall,825,1035
wall,765,1065
wall,795,1065
wall,825,1065
wall,855,1065
wall,1365,1125
wall,1395,1125
wall,1395,1155
wall,1605,675
wall,1635,675
wall,1665,675
wall,1635,645
wall,1635,705
wall,2145,615
wall,2175,615
wall,2715,675
wall,2745,675
wall,2775,675
wall,2745,705
shocker,1725,1125
shocker,1725,1155
shocker,1740,1185
shocker,1755,1215
shocker,2475,915
shocker,2490,945
shocker,2505,975
shocker,2535,1065
shocker,2520,1095
shocker,2535,1125
shocker,2550,1155
shocker,2565,1185
exit,2985,1065
exit,2985,1035
player,97.5,1072.5
